waterbody,lake_group,quad,site,type,sampleID,date,time,year,month,ammonia,ammonia_cen,NO2NO3,NO2NO3_cen,TN,TN_cen,orthoP,orthoP_cen,TP,TP_cen,alk,alk_cen,TN:TP,TN:TP_cen,chla,chla_cen,secchi,secchi_cen,doc,doc_cen,temp,pH,cond,do,do_pct,sample_depth,total_depth
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,VES-21-166-3,6/15/21,10:10,2021,June,0.05,TRUE,0.11,FALSE,0.3,FALSE,0.06,FALSE,0.09,FALSE,29,FALSE,3.33,FALSE,0.8,FALSE,2,FALSE,,,9.96,6.57,51.99,6.21,76.01,0.5,14.3
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,VES-21-166-4,6/15/21,10:25,2021,June,0.15,FALSE,0.11,FALSE,0.4,FALSE,0.07,FALSE,0.1,FALSE,29,FALSE,4,FALSE,,,,,,,4.55,6.73,53.6,3.02,32.14,13,14.3
Brooks Lake,Brooks Lake,NE (S),NE Quad,surface,VES-21-166-5,6/15/21,11:05,2021,June,0.08,FALSE,0.11,FALSE,0.4,FALSE,0.06,FALSE,0.08,FALSE,28,FALSE,5,FALSE,1.2,FALSE,1.97,FALSE,,,9.51,7.16,51.59,6.21,75.1,0.5,12
Brooks Lake,Brooks Lake,NE (B),NE Quad,bottom,VES-21-166-6,6/15/21,11:15,2021,June,0.11,FALSE,0.11,FALSE,0.3,FALSE,0.07,FALSE,0.09,FALSE,28,FALSE,3.33,FALSE,,,,,,,4.82,6.76,52.7,3.96,42.64,11.5,12
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,VES-21-166-7,6/15/21,12:15,2021,June,0.07,FALSE,0.11,FALSE,0.3,FALSE,0.06,FALSE,0.09,FALSE,28,FALSE,3.33,FALSE,1.5,FALSE,1.69,FALSE,,,8.77,7.02,51.46,6.26,74.33,0.5,16.5
Brooks Lake,Brooks Lake,Deepest (B),Deepest,bottom,VES-21-166-8,6/15/21,12:25,2021,June,0.16,FALSE,0.11,FALSE,0.4,FALSE,0.08,FALSE,0.12,FALSE,29,FALSE,3.33,FALSE,,,,,,,4.54,6.4,53.48,2.82,30.32,15.5,16.5
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,VES-21-166-9,6/15/21,13:15,2021,June,0.07,FALSE,0.11,FALSE,0.3,FALSE,0.06,FALSE,0.09,FALSE,28,FALSE,3.33,FALSE,2.3,FALSE,1.67,FALSE,,,9.37,7.16,62.17,6.23,74.96,0.5,10
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,VES-21-166-11,6/15/21,13:30,2021,June,0.12,FALSE,0.11,FALSE,0.3,FALSE,0.06,FALSE,0.1,FALSE,28,FALSE,3,FALSE,,,,,,,5.07,6.74,52.17,4.11,44.21,10,10
Brooks Lake,Brooks Lake,SW (S),SW Quad,surface,VES-21-166-12,6/15/21,14:15,2021,June,0.08,FALSE,0.11,FALSE,0.4,FALSE,0.06,FALSE,0.09,FALSE,28,FALSE,4.44,FALSE,2.5,FALSE,1.99,FALSE,,,6.99,6.81,51.76,5.53,62.64,0.5,10
Brooks Lake,Brooks Lake,SW (B),SW Quad,bottom,VES-21-166-13,6/15/21,14:20,2021,June,0.13,FALSE,0.11,FALSE,0.3,FALSE,0.07,FALSE,0.1,FALSE,29,FALSE,3,FALSE,,,,,,,5.02,6.91,52.7,3.69,40.36,9,10
Brooks Lake,Brooks Lake,SW (S),SW Quad,surface,VES-21-201-4,7/20/21,8:15,2021,July,0.05,TRUE,0.05,TRUE,0.1,TRUE,0.01,TRUE,0.02,FALSE,31,FALSE,5,TRUE,,,3.24,FALSE,,,16.95,9.4,58.34,8.8,125.8,0.5,6.5
Brooks Lake,Brooks Lake,SW (B),SW Quad,bottom,VES-21-201-5,7/20/21,8:30,2021,July,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.05,FALSE,0.07,FALSE,29,FALSE,2.86,FALSE,,,,,,,6.89,6.94,51.32,1.65,17.79,6,6.5
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,VES-21-201-6,7/20/21,9:05,2021,July,0.05,TRUE,0.05,TRUE,0.1,FALSE,0.01,TRUE,0.01,FALSE,31,FALSE,10,FALSE,,,3.66,FALSE,,,17,9.66,58.21,8.79,125.7,0.5,11
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,VES-21-201-7,7/20/21,9:10,2021,July,0.31,FALSE,0.05,TRUE,0.5,FALSE,0.19,FALSE,0.24,FALSE,30,FALSE,2.08,FALSE,,,,,,,4.95,6.26,57.16,0.03,0.27,11,11
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,VES-21-201-8,7/20/21,9:45,2021,July,0.05,TRUE,0.05,TRUE,0.1,TRUE,0.01,TRUE,0.01,FALSE,31,FALSE,10,TRUE,,,4.29,FALSE,,,17.06,9.7,58.01,8.84,126.71,0.5,15
Brooks Lake,Brooks Lake,Deepest (B),Deepest,bottom,VES-21-201-10,7/20/21,10:00,2021,July,0.52,FALSE,0.05,TRUE,0.7,FALSE,0.29,FALSE,0.36,FALSE,31,FALSE,1.94,FALSE,,,,,,,4.79,6.22,55.89,0.01,0.07,15,15
Brooks Lake,Brooks Lake,NE (S),NE Quad,surface,VES-21-201-11,7/20/21,10:30,2021,July,0.05,TRUE,0.05,TRUE,0.1,TRUE,0.01,TRUE,0.01,FALSE,31,FALSE,10,TRUE,,,3.94,FALSE,,,16.92,9.7,58,8.95,127.71,0.5,12
Brooks Lake,Brooks Lake,NE (B),NE Quad,bottom,VES-21-201-12,7/20/21,10:40,2021,July,0.23,FALSE,0.07,FALSE,0.4,FALSE,0.14,FALSE,0.18,FALSE,30,FALSE,2.22,FALSE,,,,,,,5.02,6.28,55.21,0.02,0.19,11,12
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,VES-21-201-13,7/20/21,11:10,2021,July,0.05,TRUE,0.05,TRUE,0.1,TRUE,0.01,TRUE,0.01,FALSE,31,FALSE,10,TRUE,,,3.53,FALSE,,,17.18,9.74,58.18,8.92,128.16,0.5,13.4
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,VES-21-201-14,7/20/21,11:15,2021,July,0.15,FALSE,0.08,FALSE,0.4,FALSE,0.13,FALSE,0.17,FALSE,29,FALSE,2.35,FALSE,,,,,,,5.47,6.3,52.68,0.06,0.66,12,13.4
Brooks Lake,Brooks Lake,SW (S),SW Quad,surface,VES-21-236-1,8/24/21,8:10,2021,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.01,TRUE,33,FALSE,>20,TRUE,45,FALSE,1.98,FALSE,,,12.56,9.68,58.86,8.12,106.11,0.5,6.5
Brooks Lake,Brooks Lake,SW (B),SW Quad,bottom,VES-21-236-2,8/24/21,8:20,2021,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.01,FALSE,33,FALSE,20,FALSE,,,,,,,12.12,9.6,58.87,7.66,97.86,6,6.5
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,VES-21-236-3,8/24/21,8:45,2021,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.01,TRUE,33,FALSE,>20,TRUE,47,FALSE,1.71,FALSE,,,12.51,9.69,58.83,8.06,105.25,0.5,11.3
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,VES-21-236-4,8/24/21,8:50,2021,August,0.47,FALSE,0.05,TRUE,0.6,FALSE,0.26,FALSE,0.27,FALSE,31,FALSE,2.22,FALSE,,,,,,,5.6,6.38,58.25,0.01,0.07,10.5,11.3
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,VES-21-236-5,8/24/21,9:30,2021,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.01,TRUE,33,FALSE,>20,TRUE,50,FALSE,1.82,FALSE,,,12.73,9.72,58.84,8.23,108.11,0.5,16.2
Brooks Lake,Brooks Lake,Deepest (B),Deepest,bottom,VES-21-236-7,8/24/21,9:40,2021,August,1.34,FALSE,0.05,TRUE,1.6,FALSE,0.55,FALSE,0.6,FALSE,34,FALSE,2.67,FALSE,,,,,,,4.98,6.21,74.01,0.01,0.09,15,16.2
Brooks Lake,Brooks Lake,NE (S),NE Quad,surface,VES-21-236-8,8/24/21,10:15,2021,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.01,TRUE,33,FALSE,>20,TRUE,52,FALSE,1.81,FALSE,,,12.87,9.73,58.93,8.27,108.67,0.5,12.4
Brooks Lake,Brooks Lake,NE (B),NE Quad,bottom,VES-21-236-9,8/24/21,10:25,2021,August,0.05,TRUE,0.05,TRUE,0.4,FALSE,0.19,FALSE,0.2,FALSE,30,FALSE,2,FALSE,,,,,,,5.71,6.4,57.83,0,0.02,12,12.4
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,VES-21-236-10,8/24/21,10:55,2021,August,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.01,TRUE,33,FALSE,>20,TRUE,42,FALSE,1.68,FALSE,,,12.89,9.71,58.87,8.25,108.38,0.5,9.79
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,VES-21-236-11,8/24/21,11:05,2021,August,0.26,FALSE,0.05,TRUE,0.4,FALSE,0.16,FALSE,0.17,FALSE,31,FALSE,2.35,FALSE,,,,,,,6.4,6.56,56.54,0.02,0.2,9,9.79
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,VES-21-264-1,9/21/21,9:20,2021,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.02,FALSE,34,FALSE,10,FALSE,,,1.83,FALSE,,,9.91,9.62,70.12,8.66,105.24,0.5,9
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,VES-21-264-2,9/21/21,9:30,2021,September,0.17,FALSE,0.05,TRUE,0.3,FALSE,0.04,FALSE,0.05,FALSE,33,FALSE,6,FALSE,,,,,,,8.72,7.87,67.26,2.64,29.24,9,10
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,VES-21-264-3,9/21/21,10:05,2021,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.02,FALSE,34,FALSE,10,FALSE,,,2.25,FALSE,,,10.04,9.65,69.89,8.64,105.27,0.5,14.5
Brooks Lake,Brooks Lake,Deepest (B),Deepest,bottom,VES-21-264-4,9/21/21,10:15,2021,September,1,FALSE,0.05,TRUE,1,FALSE,0.38,FALSE,0.42,FALSE,34,FALSE,2.38,FALSE,,,,,,,5.7,6.43,78.39,0.01,0.17,14,14.5
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,VES-21-264-5,9/21/21,10:45,2021,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.02,FALSE,34,FALSE,10,FALSE,,,1.74,FALSE,,,10.03,9.76,69.93,8.73,106.38,0.5,11.5
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,VES-21-264-6,9/21/21,10:55,2021,September,0.69,FALSE,0.05,TRUE,0.8,FALSE,0.28,FALSE,0.3,FALSE,33,FALSE,2.67,FALSE,,,,,,,6.15,6.55,73.4,0.03,0.36,11,11.5
Brooks Lake,Brooks Lake,NE (S),NE Quad,surface,VES-21-264-7,9/21/21,11:25,2021,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.02,FALSE,34,FALSE,10,FALSE,,,1.81,FALSE,,,9.98,9.72,70.26,8.97,109.3,0.5,12
Brooks Lake,Brooks Lake,NE (B),NE Quad,bottom,VES-21-264-8,9/21/21,11:35,2021,September,0.81,FALSE,0.05,TRUE,0.8,FALSE,0.33,FALSE,0.33,FALSE,34,FALSE,2.42,FALSE,,,,,,,5.91,6.5,75.77,0.01,0.17,12,12
Brooks Lake,Brooks Lake,SW (S),SW Quad,surface,VES-21-264-9,9/21/21,12:15,2021,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.02,FALSE,34,FALSE,10,FALSE,,,2.11,FALSE,,,10.11,9.71,67.65,8.61,105.11,0.5,5.5
Brooks Lake,Brooks Lake,SW (B),SW Quad,bottom,VES-21-264-11,9/21/21,12:25,2021,September,0.05,TRUE,0.05,TRUE,0.2,FALSE,0.01,TRUE,0.02,FALSE,34,FALSE,10,FALSE,,,,,,,10,9.74,68.6,8.54,103.92,4,5.5
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,VES-21-293-1,10/20/21,10:55,2021,October,0.27,FALSE,0.05,TRUE,0.4,FALSE,0.06,FALSE,0.1,FALSE,35,FALSE,4,FALSE,15,FALSE,2.49,FALSE,,,5.15,7.56,88.69,7.56,82.58,0.5,15.5
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,VES-21-293-2,10/20/21,11:05,2021,October,0.34,FALSE,0.05,TRUE,0.5,FALSE,0.07,FALSE,0.12,FALSE,35,FALSE,4.17,FALSE,,,,,,,5.04,6.98,90.29,6.15,66.92,15,15.5
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,VES-21-293-3,10/20/21,11:35,2021,October,0.26,FALSE,0.05,TRUE,0.4,FALSE,0.06,FALSE,0.1,FALSE,34,FALSE,4,FALSE,17,FALSE,3.02,FALSE,,,5.33,7.31,88.43,7.83,85.85,0.5,16.1
Brooks Lake,Brooks Lake,Deepest (B),Deepest,bottom,VES-21-293-4,10/20/21,11:45,2021,October,0.32,FALSE,0.05,TRUE,0.4,FALSE,0.07,FALSE,0.12,FALSE,35,FALSE,3.33,FALSE,,,,,,,5.06,7.12,89.83,6.07,65.9,15.5,16.1
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,VES-21-293-5,10/20/21,12:20,2021,October,0.26,FALSE,0.05,TRUE,0.4,FALSE,0.06,FALSE,0.1,FALSE,34,FALSE,4,FALSE,6.9,FALSE,2.72,FALSE,,,5.27,7.42,88.41,7.71,84.32,0.5,11
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,VES-21-293-6,10/20/21,12:30,2021,October,0.27,FALSE,0.05,TRUE,0.4,FALSE,0.06,FALSE,0.1,FALSE,35,FALSE,4,FALSE,,,,,,,5.06,7.43,89.29,7.47,81.41,10.5,11
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,MJW-20-175-2,6/23/20,10:50,2020,June,0.05,TRUE,0.05,TRUE,0.1,FALSE,,,0.08,FALSE,27,FALSE,1.25,FALSE,24.2,FALSE,1.65,FALSE,,,8.28,7.99,49.2,10.59,10.59,0.5,7
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,MJW-20-175-3,6/23/20,11:25,2020,June,0.05,TRUE,0.05,TRUE,0.16,FALSE,,,0.09,FALSE,27,FALSE,1.78,FALSE,,,,,,,6.4,7.22,49.9,7.56,82.7,6,7
Brooks Lake,Brooks Lake,NE (S),NE Quad,surface,MJW-20-175-4,6/23/20,11:57,2020,June,0.05,TRUE,0.05,TRUE,0.22,FALSE,,,0.08,FALSE,27,FALSE,2.75,FALSE,15.5,FALSE,1.83,FALSE,,,7.22,7.26,50.4,8.79,100.2,0.5,11.6
Brooks Lake,Brooks Lake,NE (B),NE Quad,bottom,MJW20-175-5,6/23/20,12:22,2020,June,0.1,FALSE,0.051,FALSE,0.41,FALSE,,,0.1,FALSE,27,FALSE,4.1,FALSE,,,,,,,4.88,6.74,50.5,5.79,62.4,11,11.6
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,MJW-20-175-6,6/23/20,12:40,2020,June,0.05,TRUE,0.05,TRUE,0.27,FALSE,,,0.09,FALSE,27,FALSE,3,FALSE,18.1,FALSE,1.7,FALSE,,,6.88,7.27,49.6,8.72,98.7,0.5,11
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,MJW-20-175-7,6/23/20,13:01,2020,June,0.092,FALSE,0.05,TRUE,0.38,FALSE,,,0.1,FALSE,27,FALSE,3.8,FALSE,,,,,,,5.3,6.87,50.4,6.39,69.5,9,11
Brooks Lake,Brooks Lake,SW (S),SW Quad,surface,MJW-20-175-8,6/23/20,13:16,2020,June,0.05,TRUE,0.05,TRUE,0.24,FALSE,,,0.08,FALSE,27,FALSE,3,FALSE,24.6,FALSE,1.47,FALSE,,,8.1,7.66,49.5,10.1,118,0.5,7
Brooks Lake,Brooks Lake,SW (B),SW Quad,bottom,MJW-20-175-9,6/23/20,13:38,2020,June,0.05,TRUE,0.05,TRUE,0.24,FALSE,,,0.08,FALSE,27,FALSE,3,FALSE,,,,,,,5.77,7.09,50.3,7.45,80.9,5,7
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-20-175-10,6/23/20,13:58,2020,June,0.05,TRUE,0.05,TRUE,0.2,FALSE,,,0.09,FALSE,27,FALSE,2.22,FALSE,20.1,FALSE,1.8,FALSE,,,7.76,7.45,49.9,9.54,111,0.5,16.8
Brooks Lake,Brooks Lake,Deepest (B),Deepest,bottom,MJW-20-175-12,6/23/20,14:33,2020,June,0.15,FALSE,0.057,FALSE,0.35,FALSE,,,0.11,FALSE,27,FALSE,3.18,FALSE,,,,,,,4.56,6.76,51.5,5.06,53.8,15,16.8
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,MJW-20-203-2,7/21/20,7:45,2020,July,0.05,TRUE,0.05,TRUE,0.15,FALSE,,,0.04,FALSE,30,FALSE,3.75,FALSE,1.17,FALSE,4.65,FALSE,,,15.07,8.8,53.89,8.4,115.48,0.5,13
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,MJW-20-203-3,7/21/20,8:27,2020,July,0.05,TRUE,0.05,TRUE,0.13,FALSE,,,0.12,FALSE,27,FALSE,1.08,FALSE,,,,,,,6.27,8.71,49.37,2.96,32.35,12,13
Brooks Lake,Brooks Lake,NE (S),NE Quad,surface,MJW-20-203-4,7/21/20,8:50,2020,July,0.05,TRUE,0.05,TRUE,0.1,TRUE,,,0.04,FALSE,30,FALSE,2.5,TRUE,1.23,FALSE,5,FALSE,,,15.13,8.82,54.14,8.38,115.46,0.5,12
Brooks Lake,Brooks Lake,NE (B),NE Quad,bottom,MJW-20-203-6,7/21/20,9:30,2020,July,0.05,TRUE,0.05,TRUE,0.25,FALSE,,,0.12,FALSE,27,FALSE,2.08,FALSE,,,,,,,6.13,8.13,49.27,3.26,36.16,10,12
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,MJW-20-203-7,7/21/20,9:50,2020,July,0.05,TRUE,0.05,TRUE,0.18,FALSE,,,0.04,FALSE,30,FALSE,4.5,FALSE,1.48,FALSE,3.22,FALSE,,,15.14,8.84,54.24,8.47,116.9,0.5,11
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,MJW-20-203-8,7/21/20,10:10,2020,July,0.05,TRUE,0.05,TRUE,0.17,FALSE,,,0.1,FALSE,27,FALSE,1.7,FALSE,,,,,,,6.69,8.13,49.35,3.87,43.7,10,11
Brooks Lake,Brooks Lake,SW (S),SW Quad,surface,MJW-20-203-9,7/21/20,10:35,2020,July,0.05,TRUE,0.05,TRUE,0.15,FALSE,,,0.04,FALSE,30,FALSE,3.75,FALSE,1.35,FALSE,5,FALSE,,,15.71,8.84,53.98,8.32,116.21,0.5,7
Brooks Lake,Brooks Lake,SW (B),SW Quad,bottom,MJW-20-203-11,7/21/20,11:04,2020,July,0.05,TRUE,0.05,TRUE,0.12,FALSE,,,0.05,FALSE,28,FALSE,2.4,FALSE,,,,,,,8.66,7.51,49.12,8.48,100.81,6,7
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-20-203-12,7/21/20,11:25,2020,July,0.05,TRUE,0.05,TRUE,0.1,TRUE,,,0.04,FALSE,30,FALSE,2.5,TRUE,1.14,FALSE,4.13,FALSE,,,15.65,8.83,51.8,8.4,117.18,0.5,16
Brooks Lake,Brooks Lake,Deepest (B),Deepest,bottom,MJW-20-203-13,7/21/20,11:50,2020,July,0.55,FALSE,0.05,TRUE,0.7,FALSE,,,0.5,FALSE,30,FALSE,1.4,FALSE,,,,,,,5.33,8.77,59.81,0.01,0.09,16,16
Brooks Lake,Brooks Lake,SW (S),SW Quad,surface,MJW-20-238-2,8/25/20,10:18,2020,August,0.05,TRUE,0.05,TRUE,0.15,FALSE,,,0.02,FALSE,31,FALSE,7.5,FALSE,8.13,FALSE,2.46,FALSE,,,15.87,9.78,66.23,9.83,137.45,0.5,7.6
Brooks Lake,Brooks Lake,SW (B),SW Quad,bottom,MJW-20-238-3,8/25/20,10:40,2020,August,0.05,TRUE,0.05,TRUE,0.21,FALSE,,,0.08,FALSE,29,FALSE,2.63,FALSE,,,,,,,10.94,8.47,56.32,6.7,82.93,7,7.6
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,MJW-20-238-4,8/25/20,11:05,2020,August,0.05,TRUE,0.05,TRUE,0.12,FALSE,,,0.02,FALSE,31,FALSE,6,FALSE,7.14,FALSE,2.41,FALSE,,,15.84,9.71,66.13,9.84,137.74,0.5,10.7
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,MJW-20-238-6,8/25/20,11:50,2020,August,0.15,FALSE,0.05,TRUE,0.64,FALSE,,,0.18,FALSE,26,FALSE,3.56,FALSE,,,,,,,6.75,8.03,55.36,0.01,0.07,9,10.7
Brooks Lake,Brooks Lake,NE (S),NE Quad,surface,MJW-20-238-7,8/25/20,12:15,2020,August,0.05,TRUE,0.05,TRUE,0.19,FALSE,,,0.02,FALSE,31,FALSE,9.5,FALSE,7.52,FALSE,2.41,FALSE,,,16.08,9.8,66.04,9.87,138.8,0.5,13.4
Brooks Lake,Brooks Lake,NE (B),NE Quad,bottom,MJW-20-238-8,8/25/20,12:25,2020,August,0.42,FALSE,0.05,TRUE,0.54,FALSE,,,0.36,FALSE,27,FALSE,1.5,FALSE,,,,,,,6.09,8.35,58.5,0,0,13,13.4
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,MJW-20-238-9,8/25/20,13:00,2020,August,0.05,TRUE,0.05,TRUE,0.19,FALSE,,,0.02,FALSE,31,FALSE,9.5,FALSE,6.87,FALSE,2.19,FALSE,,,16.53,9.81,66.4,9.87,140,0.5,8
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,MJW-20-238-10,8/25/20,13:25,2020,August,0.05,TRUE,0.05,TRUE,0.15,FALSE,,,0.09,FALSE,28,FALSE,1.67,FALSE,,,,,,,10.5,7.73,55.72,6.13,55.57,7,8
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-20-238-11,8/25/20,13:50,2020,August,0.05,TRUE,0.05,TRUE,0.1,FALSE,,,0.02,FALSE,31,FALSE,5,FALSE,6.52,FALSE,2.43,FALSE,,,16.2,9.84,66.12,9.9,139.66,0.5,16.5
Brooks Lake,Brooks Lake,Deepest (B),Deepest,bottom,MJW-20-238-12,8/25/20,14:45,2020,August,0.8,FALSE,0.05,TRUE,1.01,FALSE,,,0.53,FALSE,28,FALSE,1.91,FALSE,,,,,,,5.64,8.56,65.28,0,0,15,16.5
Brooks Lake,Brooks Lake,SW (S),SW Quad,surface,MJW-20-266-2,9/22/20,9:35,2020,September,0.05,TRUE,0.05,TRUE,0.29,FALSE,0.01,TRUE,0.03,FALSE,33,FALSE,9.67,FALSE,33.2,FALSE,1.91,FALSE,,,10.37,10.03,75.93,10.97,135.64,0.5,8
Brooks Lake,Brooks Lake,SW (B),SW Quad,bottom,MJW-20-266-3,9/22/20,10:08,2020,September,0.05,TRUE,0.05,TRUE,0.29,FALSE,0.011,FALSE,0.03,FALSE,33,FALSE,9.67,FALSE,,,,,,,9.63,10.51,70.31,9.66,117.21,7,8
Brooks Lake,Brooks Lake,NW (S),NW Quad,surface,MJW-20-266-4,9/22/20,10:30,2020,September,0.05,TRUE,0.05,TRUE,0.28,FALSE,0.01,TRUE,0.02,FALSE,33,FALSE,14,FALSE,66.9,FALSE,1.91,FALSE,,,10.32,10.09,76.23,11.27,138.9,0.5,11
Brooks Lake,Brooks Lake,NW (B),NW Quad,bottom,MJW-20-266-5,9/22/20,11:00,2020,September,0.21,FALSE,0.05,TRUE,0.46,FALSE,0.106,FALSE,0.13,FALSE,33,FALSE,3.54,FALSE,,,,,,,8.54,8.52,68.56,0.03,0.35,10,11
Brooks Lake,Brooks Lake,NE (S),NE Quad,surface,MJW-20-266-6,9/22/20,11:30,2020,September,0.05,TRUE,0.05,TRUE,0.36,FALSE,0.01,TRUE,0.03,FALSE,33,FALSE,12,FALSE,63.2,FALSE,1.36,FALSE,,,10.43,10.16,73.77,11.48,142.08,0.5,12.5
Brooks Lake,Brooks Lake,NE (B),NE Quad,bottom,MJW-20-266-7,9/22/20,11:55,2020,September,0.51,FALSE,0.05,TRUE,0.74,FALSE,0.304,FALSE,0.35,FALSE,30,FALSE,2.11,FALSE,,,,,,,6.75,8.22,72.31,0.03,0.25,11,12.5
Brooks Lake,Brooks Lake,Outlet (S),Outlet Quad,surface,MJW-20-266-8,9/22/20,12:20,2020,September,0.05,TRUE,0.05,TRUE,0.23,FALSE,0.01,TRUE,0.02,FALSE,33,FALSE,11.5,FALSE,42.9,FALSE,1.57,FALSE,,,10.57,10.15,76.37,11.21,138.59,0.5,8
Brooks Lake,Brooks Lake,Outlet (B),Outlet Quad,bottom,MJW-20-266-10,9/22/20,13:00,2020,September,0.05,TRUE,0.05,TRUE,0.31,FALSE,0.03,FALSE,0.05,FALSE,33,FALSE,6.2,FALSE,,,,,,,9.53,8.45,70.67,4.53,53.43,7,8
Brooks Lake,Brooks Lake,Deepest (S),Deepest,surface,MJW-20-266-11,9/22/20,13:45,2020,September,0.05,TRUE,0.05,TRUE,0.29,FALSE,0.01,TRUE,0.02,FALSE,33,FALSE,14.5,FALSE,40.7,FALSE,1.54,FALSE,,,10.65,10.19,75.25,11.91,148.7,0.5,16
